DOT,Legal_Name,Business_Address,Business_City,business_county,Business_State,Business_ZIP,Years_In_Business,Number Of Trucks ,Number Of Driver,Yearly Premium,BIPD_Required,Insurer,Filing_Locale,Building_Materials,Chemicals,Coal_Coke,Commodities_Dry_Bulk,Construction,Drive_Away_Towaway,Farm_Supplies,Fresh_Produce,Grain_Feed_Hay,Garbage_Refuse_Trash,General_Freight,Household_Goods,Intermodal_Cont,Liquid_Gas,Livestock,Logs_Poles_Beams_Lumber,Machinery_Large_Objects,Meat,Metal_Sheets_Coil_Rolls,Mobil_Homes,Motor_Vehicle,Oil_Field_Equipment,Paper_Product,Passengers,Refrigerated_Food,US_Mail,Utility,Water_Well,Interstate,Intrastate_Hazmat,Intrastate_Non_Hazmat,Authorized_For_Hire,Exempt_For_Hire,Private_Property,Private_Passenger_Business,Private_Passenger_Non_Businesss,Migrant,US_Mail_Class,Federal_Gov,State_Gov,Local_Gov,Other,Passenger_Auth,Household_Auth,Hazmat,OOS,Inspection_Radius,Safety_Rating,Safety_Rating_Date,ISS,issSource,Unsafe_Driving_Score,Unsafe_Driving_Alert,HOS_Score,HOS_Alert,Driver_Fitness_Score,Driver_Fitness_Alert,Controlled_Substance_Score,Controlled_Substance_Alert,Vehicle_Maintenance_Score,Vehicle_Maintenance_Alert,Hazmat_Score,Hazmat_Alert,Crash_Score,Crash_Alert
3303316,LB TRUCKING EXPRESS CORP,944 NW 63RD ST,MIAMI,MIAMI-DADE,FL,33150,2,2,2,36000,750,PROGRESSIVE EXPRESS INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,X,,,X,,,,,,,,,,,,,N,N,704,,,,,0,,,,,,0,,,,,,,
3303677,D D PRATS TRUCKING LLC,8102 SHELDON RD APT 102,TAMPA,HILLSBOROUGH,FL,33615,2,2,2,36000,750,KNIGHT SPECIALTY INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,999,,,41,Safety,0,,,,,,0,,,,,,,
3306207,BAM FREIGHT CORP,7001 W 35 TH AVE UNIT 275,HIALEAH,MIAMI-DADE,FL,33018,2,2,3,36000,750,"BROOKLYN SPECIALTY INSURANCE COMPANY RRG, INC",Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,2500,,,54,Safety,88,Y,,,0,,0,,,,,,,
3306909,MEW TOWING LLC,5022 CREST DRIVE,KANSAS CITY,WYANDOTTE,KS,66106,2,2,2,36000,1000,UNITED FINANCIAL CASUALTY COMPANY,Federal,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,X,,,X,,,,,,,,,,,,,Y,N,14,,,1,Safety,,,0,,,,0,,,,,,,
3308030,KNOWLES ON SITE LLC,7481 N PALAFOX ST,PENSACOLA,ESCAMBIA,FL,32503,2,2,2,36000,750,PROGRESSIVE EXPRESS INSURANCE COMPANY,Federal,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,133,,,21,Safety,0,,0,,0,,0,,,,,,,
3308089,Y & WG TRANPORT LLC,3078 SW 4TH ST,MIAMI,MIAMI-DADE,FL,33135,2,2,2,36000,750,"BROOKLYN SPECIALTY INSURANCE COMPANY RRG, INC",Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,986,,,22,Safety,,,,,0,,0,,,,,,,
3310858,FARHILLS LOGISTICS LLC,3000 SHELBY INDUSTRIAL DRIVE,APOPKA,ORANGE,FL,32703,2,2,4,36000,300,OLD REPUBLIC INSURANCE CO.,Federal,,,,,,,,,,,X,,,X,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,0,,,,,,,,,,,,,,,,,,
3310943,MW TRUCKING SERVICES LLC,53 SHERBROOKE AVE UNIT 1,HARTFORD,HARTFORD,CT,6106,2,2,2,36000,750,LANCER INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,2499,,,,,0,,,,,,0,,,,,,,
3312432,3P TOURS INC,3719 W JACKSON STREET,PENSACOLA,ESCAMBIA,FL,32505,2,2,1,36000,5000,CONTINENTAL DIVIDE INSURANCE COMPANY,Federal,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,X,,,X,,,,,,,,,,,X,,N,N,3,,,,,0,,,,,,0,,,,,,,
3315351,IJ AMERICA ALLIANCE LLC,3800 TOWNSHIP SQUARE BLVD 0523,ORLANDO,ORANGE,FL,32837,2,2,2,36000,1000,PROGRESSIVE EXPRESS INSURANCE COMPANY,Federal,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,X,,,X,,,,,,,,,,,,,Y,N,543,,,45,Safety,,,,,,,0,,,,,,,
3316978,STAR-LINE TRANSPORT INC,8859 OLD KINGS ROAD S UNIT 817,JACKSONVILLE,DUVAL,FL,32257,2,2,2,36000,750,CANAL INSURANCE CO.,Federal,X,,,,,,,,,,X,,,,,,,,X,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,0,,,,,,,,,,,,,,,,,,
3318635,SYLINA BUTLER,3548 DECAMP DR,INDPLS,MARION,IN,46226,2,2,2,36000,750,PROGRESSIVE SOUTHEASTERN INSURANCE COMPANY,Federal,X,,,,,,,,,,X,X,,,,,,,,,,,X,,,,,,X,,,X,,,,,,,,,,,,,N,N,668,,,36,Safety,,,,,,,0,,,,,,,
3322328,FLAO TRUCKING LLC,2302 N MIMOSA LN,HOBBS,LEA,NM,88240,2,2,2,36000,750,UNITED FINANCIAL CASUALTY COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,505,,,,,0,,,,,,0,,,,,,,
3324529,AD TEAM TRANSPORT INC,6611 N THATCHER AVE,TAMPA,HILLSBOROUGH,FL,33614,2,2,1,36000,750,"BROOKLYN SPECIALTY INSURANCE COMPANY RRG, INC",Federal,,,,,,,,X,,,X,,,,,,,X,,,,,,,X,,,,X,,,X,X,,,,,,,,,,,,N,N,982,,,42,Safety,0,,,,,,0,,,,,,,
3324875,LAMAR 11 LLC,13224 HEATHER MOSS DR APT 1220,ORLANDO,ORANGE,FL,32837,2,2,4,36000,750,PRIME PROPERTY & CASUALTY INSURANCE INC,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,1076,,,67,Safety,,,,,,,0,,92,Y,,,,
3325984,NBR EXPRESS TRANSPORT INC,5452 PENTAIL CIR,TAMPA,HILLSBOROUGH,FL,33625,2,2,2,36000,750,WESCO INSURANCE COMPANY,Federal,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,,,X,,,,,,,,,,,,,N,N,1867,,,,,0,,,,,,0,,,,,,,
3327480,ALCOM EXPRESS LLC,444 GALWAY BAY LN,GEORGETOWN,WILLIAMSON,TX,78626,2,2,2,36000,750,TRISURA SPECIALTY INSURANCE COMPANY,Federal,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,1136,,,78,Safety,0,,86,Y,0,,0,,,,,,,
3327480,ALCOM EXPRESS LLC,444 GALWAY BAY LN,GEORGETOWN,WILLIAMSON,TX,78626,2,2,2,36000,750,TRISURA SPECIALTY INSURANCE COMPANY,Texas,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,1136,,,78,Safety,0,,86,Y,0,,0,,,,,,,
3329893,JOVA TRANSPORT LLC,717 S HIGHLAND DR,HOLLYWOOD,BROWARD,FL,33021,2,2,2,36000,750,WESCO INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,1059,,,,,0,,,,,,0,,,,,,,
3330012,PEACOCK FARMS TRUCKING LLC,5745 ALLIANCE ROAD,MARIANNA,JACKSON,FL,32448,2,2,2,36000,750,FLORIDA FARM BUREAU CASUALTY INSURANCE COMPAN,Federal,,,,,,,X,,X,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,7,,,,,0,,,,,,0,,,,,,,
3332670,SMARTDROP LLC,5634 HILLVIEW CT,LAKELAND,POLK,FL,33810,2,2,2,36000,750,CONTINENTAL DIVIDE INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,2196,,,36,Safety,0,,,,0,,0,,,,,,,
3333981,YA TRUCKING LLC,813 N BROADWELL AVE,GRAND ISLAND,HALL,NE,68803,2,2,2,36000,750,PROGRESSIVE NORTHERN INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,1057,,,91,Safety,,,75,Y,0,,0,,83,Y,,,,
3338267,KUSTOM TRUCKING AND LOGISTICS CORP,400 HILLSIDE PARK ST APT 3204,MINNEOLA,LAKE,FL,34715,2,2,2,36000,750,CANAL INSURANCE CO.,Federal,,,,,,,,X,,,X,,,,,,,X,,,,,X,,X,,,,X,,,X,,,,,,,,,,,,,N,N,138,,,39,Safety,,,,,,,0,,,,,,,
3338967,GAAM B TRANSPORT LLC,2855 W 75TH TER,HIALEAH,MIAMI-DADE,FL,33018,2,2,1,36000,750,PROGRESSIVE EXPRESS INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,910,,,,,0,,,,,,0,,,,,,,
3343933,SOUTHEAST ATLANTIC TRANSPORT LLC,1101 EAST 7TH AVE,PINE BLUFF,JEFFERSON,AR,71601,2,2,2,36000,750,KNIGHT SPECIALTY INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,728,,,42,Safety,0,,,,,,0,,,,,,,
3345030,BELO'S EXPRESS LLC,23125 RYE AVE,PUNTA GORDA,CHARLOTTE,FL,33980,2,2,1,36000,750,KNIGHT SPECIALTY INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,709,,,55,Safety,,,0,,0,,0,,,,,,94,Y
3347510,LLAMAS TRUCKING LLC,1102 GIFFORD AVE S,LEHIGH ACRES,LEE,FL,33936,2,2,3,36000,750,KNIGHT SPECIALTY INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,541,,,,,0,,,,,,0,,,,,,,
3349756,RSBC ENTERPRISES INC,7265 PENKRIDGE LANE,WINDERMERE,ORANGE,FL,34786,2,2,4,36000,750,PRIME PROPERTY & CASUALTY INSURANCE INC,Federal,X,,,X,X,,,,X,,X,,,,,,X,,,,,,X,,,,,,X,,,X,,,,,,,,,,,,,N,N,2104,,,38,Safety,,,,,,,0,,,,,,,
3362315,WHITE DOGS LOGISTICS CORP,3549 CORRIGAN CT,PALM SPRINGS,,FL,33461,2,2,2,36000,750,TRISURA SPECIALTY INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,2359,,,48,Safety,,,,,0,,0,,77,,,,,
3362315,WHITE DOGS LOGISTICS CORP,3549 CORRIGAN CT,PALM SPRINGS,,FL,33461,2,2,2,36000,750,TRISURA SPECIALTY INSURANCE COMPANY,Texas,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,2359,,,48,Safety,,,,,0,,0,,77,,,,,
3365754,CREATIVE TRADING LLC,200 1ST AVE NW STE 101,HICKORY,CATAWBA,NC,28601,2,2,2,36000,1000,INDEMNITY INSURANCE CO. OF NORTH AMERICA,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,2155,,,52,Safety,77,Y,,,,,0,,,,,,,
3367566,FIGHTING IRISH LLC,464 CLEARWATER DR NW,CONCORD,CABARRUS,NC,28027,2,2,2,36000,1000,INTEGON INDEMNITY CORPORATION,Federal,,,,,,,,X,,,X,,,,,,,X,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,401,,,,,0,,,,,,0,,,,,,,
3370038,VITAL TRANSPORT LLC,16060 HUTTON LN,JACKSONVILLE,DUVAL,FL,32218,2,2,2,36000,750,PROGRESSIVE EXPRESS INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,1009,,,21,Safety,0,,0,,0,,0,,,,,,,
3372142,AYDEN TRUCKING LLC,1457 NW 100TH ST,MIAMI,MIAMI-DADE,FL,33147,2,2,2,36000,750,"BROOKLYN SPECIALTY INSURANCE COMPANY RRG, INC",Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,1834,,,,,,,,,,,0,,,,,,,
3380817,WNB COURIER SERVICES LLC,2660 NW 15TH CT STE 105,POMPANO BEACH,BROWARD,FL,33069-1500,2,2,2,36000,750,PROGRESSIVE EXPRESS INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,0,,,,,,,,,,,,,,,,,,
3384453,FIRST RATE FREIGHT LLC,12061 DARWIN AVE,NEW PRT RCHY,PASCO,FL,34654,2,2,2,36000,750,NATIONAL INDEMNITY COMPANY OF THE SOUTH,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,2345,,,78,Safety,,,87,Y,0,,0,,,,,,,
3386637,BARLY TRUCKING INC,15621 DEERGLEN DRIVE,TAMPA,HILLSBOROUGH,FL,33624,2,2,2,36000,750,"BROOKLYN SPECIALTY INSURANCE COMPANY RRG, INC",Federal,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,,,X,,,,,,,,,,,,,N,N,2055,,,,,0,,,,,,0,,,,,,,
3387407,DIRTY SOUTH LLC,143 OCEAN BLVD,SATELLITE BCH,BREVARD,FL,32937,2,2,2,36000,750,INDEMNITY INSURANCE CO. OF NORTH AMERICA,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,1362,,,,,,,,,,,0,,,,,,,
3390117,NEW HORIZON BUSINESS LLC,15971 MARINA BAY DR,WINTER GARDEN,ORANGE,FL,34787,2,2,2,36000,750,KNIGHT SPECIALTY INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,1613,,,91,Safety,0,,66,Y,,,0,,95,Y,,,,
3392953,TRADEWAYS GROUP LLC,611 BENTON DR,MELBOURNE,BREVARD,FL,32901-8672,2,2,2,36000,750,PROGRESSIVE EXPRESS INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,1066,,,26,Safety,0,,,,0,,0,,,,,,,
3393891,LERIMIC LOGISTICS LLC,8551 KESHAV TAYLOR DR,MILTON,SANTA ROSA,FL,32583,2,2,2,36000,750,CANAL INSURANCE CO.,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,1096,,,84,Safety,,,82,Y,0,,73,,,,,,,
3406529,VJTORRES AUTO TRANSPORT LLC,15241 SW 80TH ST APT 209,MIAMI,MIAMI-DADE,FL,33193,2,2,1,36000,1000,PRIME PROPERTY & CASUALTY INSURANCE INC,Federal,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,X,,,X,,,,,,,,,,,,,Y,N,816,,,81,Safety,,,99,Y,,,0,,,,,,,
3406616,EASY CARRIERS CORP,13410 SW 20 ST,MIRAMAR,BROWARD,FL,33027,2,2,2,36000,750,PROGRESSIVE EXPRESS INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,0,,,,,,,,,,,,,,,,,,
3410097,OAB TRANSPORT LLC,5520 MADISON ST,NEW PORT RICHEY,PASCO,FL,34652,2,2,2,36000,750,PROGRESSIVE EXPRESS INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,X,,,X,,,,,,,,,,,,,Y,N,1670,,,48,Safety,,,,,,,0,,60,,,,,
3415422,JEFE TRUCKING & EXPRESS LLC,1821 STROUD PARK COURT,CHARLOTTE,MECKLENBURG,NC,28206,2,2,5,36000,750,PROGRESSIVE SOUTHEASTERN INSURANCE COMPANY,Federal,X,,,X,,,,X,,,X,X,,,,,,X,,,,,X,,X,X,,,X,,,X,,,,,,,X,X,X,,,,N,N,561,,,27,Safety,0,,,,,,0,,,,,,,
3415445,J&B DIVINE EXPRESS INC,5020 NW 41ST ST,LAUD LAKES,BROWARD,FL,33319,2,2,2,36000,750,WESCO INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,1127,,,97,Safety,97,Y,92,Y,0,,0,,,,,,,
3415464,H & B LOGISTICS LLC,8419 CHANCELLOR DR,COLORADO SPGS,EL PASO,CO,80920,2,2,2,36000,750,ARTISAN & TRUCKERS CASUALTY COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,X,,,X,,,,,,,,,,,,,N,N,1444,,,48,Safety,,,,,0,,0,,77,,,,,
3419902,SOUTH FLORIDA CARRIERS 1 LLC,3576 CARSON LAKES CIR,IMMOKALEE,COLLIER,FL,34142,2,2,2,36000,750,"BROOKLYN SPECIALTY INSURANCE COMPANY RRG, INC",Federal,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,565,,,1,Safety,,,0,,,,0,,,,,,,
3421174,CAMARIOCA TRUCKING LLC,6761 HOPE ST,HOLLYWOOD,BROWARD,FL,33024-2803,2,2,2,36000,750,NATIONAL INDEMNITY COMPANY OF THE SOUTH,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,X,,,,,,,,X,,,N,Y,329,,,100,Safety,0,,,Y,,Y,0,Y,,Y,,,,
3422003,ROI LOGISTICS LLC,13475 ATLANTIC BLVD UNIT 8 STE M595,JACKSONVILLE,SAINT JOHNS,FL,32225,2,2,2,36000,750,TRISURA SPECIALTY INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,X,,,X,,,,,,,,,,,,,N,N,1997,,,1,Safety,0,,0,,,,0,,,,,,,
3424147,J-ROD EXPRESS LLC,11720 LYNMOOR DR,RIVERVIEW,HILLSBOROUGH,FL,33579-7037,2,2,2,36000,750,NATIONAL INDEMNITY COMPANY OF THE SOUTH,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,2325,,,30,Safety,0,,57,,,,0,,,,,,,
3424886,FL CARRIER LLC,7451 RIVIERA BLVD STE 140,MIRAMAR,BROWARD,FL,33023,2,2,2,36000,750,WESCO INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,78,,,,,0,,,,,,0,,,,,,,
3428844,GARNDER TRANSPORT LLC,1172 NE 112TH ST,MIAMI,MIAMI-DADE,FL,33161,2,2,3,36000,750,NORTHLAND INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,1795,,,,,0,,,,,,0,,,,,,,
3430061,MINNIEFIELD ENTERPRISE LIMITED LIABILITY COMPANY,5757 MONROE SPRINGS WAY,LAKELAND,POLK,FL,33811,2,2,2,36000,750,CANAL INSURANCE CO.,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,X,,,X,,,,,,,,,,,,,N,N,1942,,,78,Safety,,,87,Y,,,0,,,,,,,
3430862,ALMC TRANSPORT INC,2535 SIESTA CT APT 1,TAMPA,HILLSBOROUGH,FL,33614,2,2,2,36000,750,PRIME PROPERTY & CASUALTY INSURANCE INC,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,1529,,,,,0,,,,,,0,,,,,,,
3431418,PI ALEX TRANSPORTATION LLC,1321 OLIVE TREE CIR,GREENACRES,PALM BEACH,FL,33413,2,2,3,36000,750,"BROOKLYN SPECIALTY INSURANCE COMPANY RRG, INC",Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,756,,,34,Safety,,,,,,,0,,,,,,,
3432501,GODFATHER TRUCKING LLC,8830 JOHNSON STREET,PEMBROKE PINES,BROWARD,FL,33024,2,2,2,36000,750,UNITED FINANCIAL CASUALTY COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,361,,,32,Safety,,,,,,,0,,,,,,,
3432616,J&CV INTERNATIONAL LLC,9737 NW 41ST ST STE 461,DORAL,MIAMI-DADE,FL,33178,2,2,2,36000,750,PRIME PROPERTY & CASUALTY INSURANCE INC,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,2686,,,25,Safety,,,31,,0,,0,,,,,,,
3432668,JACOB'S EXPRESS LLC,2515 CREWS LAKE HILLS LOOP N,LAKELAND,POLK,FL,33813,2,2,2,36000,750,INDEMNITY INSURANCE CO. OF NORTH AMERICA,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,X,,,X,,,,,,,,,,,,,N,N,1511,,,,,0,,,,,,0,,,,,,,
3432857,JJM USA TRANS LLC,8310 SW 154TH AVE APT 27,MIAMI,MIAMI-DADE,FL,33193,2,2,3,36000,750,TRISURA SPECIALTY INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,1005,,,15,Safety,0,,0,,0,,0,,,,,,,
3433601,MONDINI TRANSPORT & LOGISTICS INC,8031 STIRRUP CAY CT,BOYNTON BEACH,PALM BEACH,FL,33436,2,2,2,36000,750,PRIME PROPERTY & CASUALTY INSURANCE INC,Federal,X,,,,,,X,X,,,X,,,,,,,X,,,X,,X,,X,,,,X,,,X,,,,,,,,,,,,,N,N,2495,,,34,Safety,0,,,,,,0,,,,,,,
3433945,DJ MOTORS TRANSPORTATION & LOGISTICS LLC,1997 NW 95 TER,MIAMI,MIAMI-DADE,FL,33147,2,2,4,36000,750,TRISURA SPECIALTY INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,1973,,,76,Safety,,,77,Y,0,,0,,,,,,,
3434582,TEAM EXPRESS LLC,5214 VIA HACIENDA CIR APT 307,ORLANDO,ORANGE,FL,32839-2187,2,2,4,36000,750,VANLINER INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,X,N,N,0,,,,,,,,,,,,,,,,,,
3436383,PROMINENT TOWING AND TRANSPORT LLC,3510 NE 1ST AVE APT A,POMPANO BEACH,BROWARD,FL,33064,2,2,3,36000,750,KNIGHT SPECIALTY INSURANCE COMPANY,Federal,X,,,X,,,,X,,,X,X,,,,,,X,X,,,,X,,X,X,,,X,,,X,,,,,,,,,,,,,N,N,1786,,,,,0,,,,,,0,,,,,,,
3439558,TRANSPORTATION SAVY LLC,8606 NW 36TH ST,SUNRISE,BROWARD,FL,33351-6665,2,2,2,36000,750,PRIME PROPERTY & CASUALTY INSURANCE INC,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,490,,,,,0,,,,,,0,,,,,,,
3439699,LOUIS PAULINO LOGISTICS LLC,10171 TIN MAPLE DR UNIT 93,ESTERO,LEE,FL,33928,2,2,2,36000,750,CONTINENTAL DIVIDE INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,926,,,1,Safety,,,0,,,,0,,,,,,,
3439831,F&S USA TRANSPORT CORP,3116 ELAINE DR,LORIDA,HIGHLANDS,FL,33857,2,2,2,36000,750,"BROOKLYN SPECIALTY INSURANCE COMPANY RRG, INC",Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,989,,,1,Safety,0,,0,,,,0,,,,,,,
3440880,ML TRANSPORT EXPRESS INC,1339 W 49TH PL APT 319,HIALEAH,MIAMI-DADE,FL,33012,2,2,2,36000,750,"BROOKLYN SPECIALTY INSURANCE COMPANY RRG, INC",Federal,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,,X,,,X,,,,,,,,,,,,,N,N,2712,,,78,Safety,,,89,Y,,,0,,,,,,,
3441150,SUPERIOR TRANSPORTATION AND LOGISTICS INC,8935 RAMBLEWOOD DR APT 2403,CORAL SPRINGS,BROWARD,FL,33071,2,2,2,36000,750,KNIGHT SPECIALTY INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,2695,,,37,Safety,,,,,0,,0,,,,,,,
3441330,UNITED TRUCKING LOGISTICS LLC,19052 NW 79TH CT,HIALEAH,MIAMI-DADE,FL,33015-5298,2,2,2,36000,750,PROGRESSIVE COUNTY MUTUAL,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,N,N,0,,,,,,,,,,,,,,,,,,
3441550,LEADING STAR TRUCKING LLC,2252 CHEROKEE COVE TRL,JACKSONVILLE,DUVAL,FL,32221,2,2,1,36000,750,PROGRESSIVE EXPRESS INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,295,,,,,0,,,,,,0,,,,,,,
3442010,SABORIT EXPRESS INC,1498 SE OAKMONT LN,PORT ST LUCIE,SAINT LUCIE,FL,34952,2,2,2,36000,750,LANCER INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,1075,,,,,0,,,,,,0,,,,,,,
3442739,MIRROR ENTERTAINMENT LLC,345 N CHARLES WILLIS DRIVE,MIDWAY,GADSDEN,FL,32343,2,2,2,36000,750,BERKSHIRE HATHAWAY DIRECT INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,790,,,92,Safety,0,,93,Y,,,0,,85,Y,,,,
3443632,N CARGO XPRESS CORP,4786 NORTHWEST 107TH AVENUE # 107,DORAL,MIAMI-DADE,FL,33178,1,2,3,36000,750,WESCO INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,N,N,2686,,,80,Safety,,,97,Y,0,,0,,,,,,,
3444136,VASQUEZ DELIVERY SERVICES LLC,12713 BRAMFIELD DR,RIVERVIEW,HILLSBOROUGH,FL,33579-7777,1,2,2,36000,750,CONTINENTAL DIVIDE INSURANCE COMPANY,Federal,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,N,N,58,,,,,0,,,,,,0,,,,,,,
