DOT,Legal_Name,Business_State,business_county,County ,ISS,Years_In_Business,Number Of Trucks ,Yearly Premium
3622584,PLATINUM 5 STAR TRUCKING LLC,FL,WAKULLA,Normal,,1,2,32000
3625172,LEGION LOGISTICS INC,OH,SUMMIT,Normal,,1,2,32000
3626688,REY & JIM LLC,CI,,Normal,,1,2,32000
3632181,GRAND DELIVERY LLC,FL,FLAGLER,Normal,,1,2,32000
3632416,CHEVAL TRANSPORT LLC,FL,HILLSBOROUGH,Normal,,1,2,32000
3635355,NMYM TRUCKING LLC,FL,MIAMI-DADE,High Risk,,1,2,34500
3636488,SPEAR HEAD EXPRESS LLC,FL,HARDEE,Normal,,1,2,32000
3637810,EGH TRUCKING & DELIVERY LLC,FL,ESCAMBIA,Normal,,1,2,32000
3637862,W M MOVERS FL INC,FL,PALM BEACH,Normal,,1,2,32000
3638987,JMANX SERVICE LLC,FL,ORANGE,Normal,,1,2,32000
3640858,SCK TRANSPORTATION INC,FL,POLK,Normal,,1,2,32000
3641107,REIGN TRUCKING LLC,FL,LAKE,Normal,,1,2,32000
3645451,UNITED TRUCKING LINE INC,FL,PALM BEACH,Normal,,1,2,32000
3648876,AE EXPRESS TRANSPORT LLC,FL,MIAMI-DADE,High Risk,,1,2,34500
3653292,C&B TRUCKING LLC,FL,ORANGE,Normal,,1,2,32000
3654398,LDK EXPRESS LOGISTICS CORP,FL,MIAMI-DADE,High Risk,,1,2,34500
3656382,E&H LOGISTICS LLC,FL,HERNANDO,Normal,,1,2,32000
3656661,GREENLIFE LOGISTICS LLC,FL,MIAMI-DADE,High Risk,,1,2,34500
3659275,STEPHENS TRANSPORT SERVICE LLC,FL,DUVAL,Normal,,1,2,32000
3659608,17 TRANSPORTATION INC,FL,SEMINOLE,Normal,,1,2,32000
3659874,MMC DELIVERY INC,FL,POLK,Normal,,1,2,32000
3661179,HAWL LLC,TX,ECTOR,Normal,,1,2,32000
3661195,ALEXCHAM105 TRANSPORT SERVICES LLC,FL,BREVARD,Normal,,1,2,32000
3661400,ML&E TRANSPORT LLC,FL,GADSDEN,Normal,,1,2,32000
3661865,AMERICAN ROYAL GROUP CORP,FL,INDIAN RIVER,Normal,,0,2,32000
3662981,NEW AGE EXPRESS LOGISTICS LLC,FL,MIAMI-DADE,High Risk,,0,2,34500
3663933,BEST PICK DISTRIBUTORS LLC,FL,PINELLAS,Normal,,0,2,32000
3664590,LIONESS TRANSPORT LLC,FL,OKEECHOBEE,Normal,,0,2,32000
3665098,FOUR SAINTS LOGISTICS INC,FL,MIAMI-DADE,High Risk,,0,2,34500
3665504,LOUNA TRANSPORTATION LLC,FL,DUVAL,Normal,,0,2,32000
3665771,MCI LIMO INC,NV,CLARK,Normal,,0,2,32000
3666021,WL BROWN LOGISTICS LLC,FL,WAKULLA,Normal,,0,2,32000
3668516,G & G CLOSEOUTS LLC,FL,LEE,Normal,,0,2,32000
3669444,BIG FAMILY TRUCK-LINES LLC,FL,ORANGE,Normal,,0,2,32000
3670195,TRIPLE Y SERVICES LLC,FL,LEE,Normal,,0,2,32000
3670596,JIREH TRUCKING LLC,FL,GLADES,Normal,,0,2,32000
3671175,W&W LOGISTICS LLC,FL,OSCEOLA,Normal,,0,2,32000
3671403,V&T FREIGHT CORP,TX,ECTOR,Normal,,0,2,32000
3671721,JONES EXECUTIVE GROUP LLC,FL,ORANGE,Normal,,0,2,32000
3673164,HARRIS BOYZ LOGISTICS & TRANSPORT LLC,FL,VOLUSIA,Normal,,0,2,32000
3675413,AYG TEST & SERVICE CENTER LLC,FL,BROWARD,Normal,,0,2,32000
3676361,VICTORIA DEL MAR LLC,FL,VOLUSIA,Normal,,0,2,32000
3684894,ORANGE TRUCKING LLC,FL,MIAMI-DADE,High Risk,,0,2,34500
3685290,MORRISBERRY TRUCKING LLC,FL,BROWARD,Normal,,0,2,32000
3685290,MORRISBERRY TRUCKING LLC,FL,BROWARD,Normal,,0,2,32000
3685348,NO RISK LOGISTICS LLC,FL,DUVAL,Normal,,0,2,32000
3688778,CORZO TRANSPORT SERVICE CORP,FL,BREVARD,Normal,,0,2,32000
3688868,GLORIA TRUCKING EXPRESS LLC,FL,PALM BEACH,Normal,,0,2,32000
3689075,CROSSOVER TRUCKING LLC,FL,BROWARD,Normal,,0,2,32000
3689966,THE ANICETTES TRANSPORTATION LLC,FL,OSCEOLA,Normal,,0,2,32000
3690088,SC WEAVER,FL,ALACHUA,Normal,,0,2,32000
3690137,DEAN CARGO LLC,FL,ORANGE,Normal,,0,2,32000
3690780,CHACXUL TRUCKS SERVICE INC,FL,MIAMI-DADE,High Risk,,0,2,34500
3691272,FIGUERAS & SAUNDERS ENTERPRISES INC,FL,PALM BEACH,Normal,,0,2,32000
3697950,OLSON E TRUCK SERVICES INC,FL,BROWARD,Normal,,0,2,32000
3698198,AXIOS COMPANIES LLC,FL,PINELLAS,Normal,,0,2,32000
3698483,FRANCYRA TRANSPORT CORP,FL,PALM BEACH,Normal,,0,2,32000
3700356,TOO BROKE TRUCKING LLC,FL,CLAY,Normal,,0,2,32000
3701266,GREYSTAR TRANSPORTATION LLC,FL,DUVAL,Normal,,0,2,32000
3703258,ALPHA LOGISTICS USA,FL,CLAY,Normal,,0,2,32000
3704017,YURY EXPRESS LLC,FL,MIAMI-DADE,High Risk,,0,2,34500
3704948,EXTRA MILE LOGISTICS AND MANAGEMENT LLC,FL,HILLSBOROUGH,Normal,,0,2,32000
3705894,SHOWTYME CORPORATION,FL,DUVAL,Normal,,0,2,32000
3708194,AJW&D LLC,FL,PALM BEACH,Normal,,0,2,32000
3708202,BENTLEY TRANSPORT SYSTEMS LLC,FL,DUVAL,Normal,,0,2,32000
3713555,RSU ENTERPRISES LLC,FL,BROWARD,Normal,,0,2,32000
3716422,THE PACKAGE PEOPLE LLC,FL,DUVAL,Normal,,0,2,32000
3719793,A&W GLOBE INSTALLATIONS LLC,FL,ORANGE,Normal,,0,2,32000
3743123,ELIVERT SERVICES LLC,FL,ORANGE,Normal,,0,2,32000
3748552,MR 360 TRUCKING CORP,NJ,MONMOUTH,Normal,,0,2,32000
3749513,GIFTED SOULS TRUCKING LLC,FL,DUVAL,Normal,,0,2,32000
3752254,SIMMONS UNITED EXPRESS TRUCKING & TRANSPORTATION LLC,FL,POLK,Normal,,0,2,32000
3752375,LC TRANSPORT AND LOGISTICS CORP,FL,ORANGE,Normal,,0,2,32000
3758505,SIMMONS TRUCKING AND HAULING,FL,DUVAL,Normal,,0,2,32000
3765874,GS INTERSTATES XPRESS LLC,FL,MARION,Normal,,0,2,32000
3771082,J LIBECCA'S TURF LLC,FL,BROWARD,Normal,,0,2,32000
3774205,MONDEL LOGISTICS LLC,FL,MIAMI-DADE,High Risk,,0,2,34500
3780976,WPIERRE ENTERPRISE LLC,FL,SAINT LUCIE,Normal,,0,2,32000
3790484,LUKANI TRANSPORT LLC,FL,HILLSBOROUGH,Normal,,0,2,32000
3805876,GLOBAL TRILOGY LLC,FL,MIAMI-DADE,High Risk,,0,2,34500
3822802,HUGHLAW TRANSPORTATION LLC,FL,CHARLOTTE,Normal,,0,2,32000
3825543,LADY BOSS LOGISTICS LLC,FL,HILLSBOROUGH,Normal,,0,2,32000
3831824,CASTRO'S 75 TRUCKING CORP,FL,LEE,Normal,,0,2,32000
3848209,BOXEDOUT LLC,FL,ORANGE,Normal,,0,2,32000
3852529,GIBTA LOGISTICS LLC,FL,PALM BEACH,Normal,,0,2,32000
257699,WILLIAM CODY TRUCKING LLC,FL,HILLSBOROUGH,Normal,,37,1,13000
401418,DALE STRINGER,FL,POLK,Normal,,31,1,13000
459055,JOSEPH P NEDOROSCIK JR,FL,SARASOTA,Normal,,30,1,13000
459518,BEACHES MOVING & STORAGE INC,FL,DUVAL,Normal,,30,1,13000
459518,BEACHES MOVING & STORAGE INC,FL,DUVAL,Normal,,30,1,13000
467917,APOLLO EXPRESS INC,FL,PASCO,Normal,,30,1,13000
483205,HARVEY JOHNSTON,FL,FLAGLER,Normal,,30,1,13000
551902,EXPORT MARINE SERVICES AND TRANSPORTATION INC,FL,MIAMI-DADE,High Risk,,28,1,15500
553527,MORRISON TRUCKING INC,FL,PALM BEACH,Normal,,28,1,13000
568436,RAMON FRED,FL,OSCEOLA,Normal,,27,1,13000
569413,S J D TRANSPORT INC,FL,HIGHLANDS,Normal,,27,1,13000
570661,FLORIDA HARVESTERS INC,FL,POLK,Normal,,27,1,13000
571341,BULLDOG TRANSPORTATION INC,FL,PALM BEACH,Normal,,27,1,13000
571378,ROGER K THUEMLING,FL,HILLSBOROUGH,Normal,,27,1,13000
586509,CLASSIC EXPRESS TRANSPORT INC,FL,PALM BEACH,Normal,,27,1,13000
618480,CHA-RP RENTAL CENTER INC,NY,CLINTON,Normal,,26,1,13000
618480,CHA-RP RENTAL CENTER INC,NY,CLINTON,Normal,,26,1,13000
627617,TEX-FLO ENTERPRISES INC,FL,DUVAL,Normal,,26,1,13000
644564,JEFFERY A PERKINS,FL,POLK,Normal,,26,1,13000
650291,JOHN J DOWLING,FL,PALM BEACH,Normal,,25,1,13000
664100,LINDER CARTAGE INC,FL,NASSAU,Normal,,25,1,13000
669273,J & J TRUCKING ENTERPRISES INC,FL,LEE,Normal,,25,1,13000
669316,CAROWIND TRANSPORTATION INC,FL,PALM BEACH,Normal,,25,1,13000
673522,UNIVERSAL AUTO REPAIR & SALES,FL,VOLUSIA,Normal,,25,1,13000
696781,JONATHAN E YONKERS,FL,DIXIE,Normal,,24,1,13000
707310,MANUEL CRUZ,FL,LAKE,Normal,,24,1,13000
721463,RALPH L ANDERSON JR,FL,HILLSBOROUGH,Normal,,24,1,13000
764748,KENNETH A STRONG,FL,BAY,Normal,,23,1,13000
767499,SAMAN TRANSPORTATION INC,FL,HILLSBOROUGH,Normal,,23,1,13000
779017,G4S EQUIPMENT LLC,FL,LEE,Normal,,23,1,13000
789278,RAYMOND THOMAS,FL,,Normal,,23,1,13000
789957,B ROSSI INC,FL,PASCO,Normal,,23,1,13000
791984,US PACK MED LLC,FL,ORANGE,Normal,,23,1,13000
791984,US PACK MED LLC,FL,ORANGE,Normal,,23,1,13000
798444,MARK HALL,FL,HERNANDO,Normal,,23,1,13000
803264,WJW LOGISTIC SERVICES INC,FL,DUVAL,Normal,,23,1,13000
805645,A COVARRUBIAS TRANSPORT INC,FL,LEE,Normal,,23,1,13000
808379,CARTER TRANSPORTATION LLC,FL,ORANGE,Normal,,23,1,13000
812890,J L LINES INC,FL,MIAMI-DADE,High Risk,,23,1,15500
821212,A N G AUTO TRANSPORTATION LLC,FL,MIAMI-DADE,High Risk,,22,1,15500
822800,L J A TRUCKING INC,FL,PALM BEACH,Normal,,22,1,13000
827424,BOB BHIMSINGH INC,FL,SEMINOLE,Normal,,22,1,13000
836311,A & V TRUCKING ENTERPRISES INC,FL,MIAMI-DADE,High Risk,,22,1,15500
840810,JAMTECH TRANSPORT INC,FL,BROWARD,Normal,,22,1,13000
842463,JAMES N OSTERBERG,FL,MANATEE,Normal,,22,1,13000
844262,LUIS NAVARRETTE,FL,MIAMI-DADE,High Risk,,22,1,15500
850864,DO TRUCKING INC,FL,COLUMBIA,Normal,,22,1,13000
865519,WALTER J SHEPPARD,FL,POLK,Normal,,22,1,13000
874475,WEST EXPRESS INC,FL,LAKE,Normal,,22,1,13000
877236,ROBERT A SCHIRO,FL,HILLSBOROUGH,Normal,,22,1,13000
878147,FLOYD BROTHERS CONSTRUCTION INC,FL,ESCAMBIA,Normal,,22,1,13000
888085,ROAD RUNNER EXPRESS INTL INC,FL,MIAMI-DADE,High Risk,,22,1,15500
892597,HOOPER TRANSPORT INC,FL,PALM BEACH,Normal,,21,1,13000
894654,MICHAEL SCARLETT,FL,ORANGE,Normal,,21,1,13000
894874,NYTE RYDER TRANSPORTATION SERVICES INC,FL,BROWARD,Normal,,21,1,13000
911910,MARJES MOVING CO,FL,POLK,Normal,,21,1,13000
917942,FOCUS LOGISTICS TRANSPORTATION INC,FL,MIAMI-DADE,High Risk,,21,1,15500
925665,SUDDATH CONTAINER SERVICES INC,FL,DUVAL,Normal,,21,1,13000
925665,SUDDATH CONTAINER SERVICES INC,FL,DUVAL,Normal,,21,1,13000
925666,EXCEL VAN LINES INC,FL,DUVAL,Normal,,21,1,13000
925666,EXCEL VAN LINES INC,FL,DUVAL,Normal,,21,1,13000
948610,CRP EXPRESS INC,FL,PALM BEACH,Normal,,21,1,13000
950066,TIMOTHY BROWN,FL,SAINT LUCIE,Normal,,21,1,13000
952115,MILLICAN TRANSPORT INC,FL,LEE,Normal,,21,1,13000
974723,N A T LOGISTICS GROUP INC,FL,SAINT LUCIE,Normal,,20,1,13000
976725,T & K TRUCKING EXPRESS LLC,FL,LAKE,Normal,,20,1,13000
988127,RANDALL GONEAU,FL,LEE,Normal,,20,1,13000
1001546,SS SHADOW EXPRESS LLC,FL,PALM BEACH,Normal,,20,1,13000
1023507,VICTOR VARELA,FL,MIAMI-DADE,High Risk,,20,1,15500
1024293,US PACK SCRIPT LLC,FL,ORANGE,Normal,,20,1,13000
1024293,US PACK SCRIPT LLC,FL,ORANGE,Normal,,20,1,13000
1029661,JACKIE LITTLE,FL,PALM BEACH,Normal,,20,1,13000
1034928,CODER INC,FL,SARASOTA,Normal,,20,1,13000
1036036,DOGUI TRANSPORT CORP,FL,OKEECHOBEE,Normal,,20,1,13000
1048970,ANTHONY POWELL TRUCKING COMPANY LLC,FL,CLAY,Normal,,19,1,13000
1050321,CHAMPION EXPRESS TRUCKING,FL,LEE,Normal,,19,1,13000
1050371,DONALD A BRINKMAN,FL,OKALOOSA,Normal,,19,1,13000
1058017,MARTIN LEON,FL,MANATEE,Normal,,19,1,13000
1065168,BARNETT TRANSPORTATIONINC,FL,POLK,Normal,,19,1,13000
1075047,JGM TRANSPORT LLC,FL,SARASOTA,Normal,,19,1,13000
1076515,BRUCE A ICE,FL,LAKE,Normal,,19,1,13000
1076515,BRUCE A ICE,FL,LAKE,Normal,,19,1,13000
1082759,E & A TRANSPORTATION EXPRESS INC,FL,HILLSBOROUGH,Normal,,19,1,13000
1090645,LEGACY FREIGHTWAY SYSTEMS INC,FL,MIAMI-DADE,High Risk,,19,1,15500
1104227,MSIERRA TRANSPORT LLC,FL,MIAMI-DADE,High Risk,,19,1,15500
1105081,MOOSELION TRANSPORT LLC,FL,POLK,Normal,,19,1,13000
1120055,A AND B TRUCKING,FL,HIGHLANDS,Normal,,19,1,13000
1121326,HICKORY HILL TRUCKING INC,FL,OKALOOSA,Normal,,19,1,13000
1127455,ET TRANSPORT CORP,FL,LEE,Normal,,19,1,13000
1131185,STEELTON INVESTMENTS INC,FL,ESCAMBIA,Normal,,19,1,13000
1141236,RPKL TRUCKING LLC,FL,ORANGE,Normal,,19,1,13000
1144604,TRAN FARM LLC,FL,HILLSBOROUGH,Normal,,18,1,13000
1146610,KEVIN W KOSINS,IN,KOSCIUSKO,Normal,,18,1,13000
1149155,ALL POINTS SERVICES INC,FL,MIAMI-DADE,High Risk,,18,1,15500
1150852,MAX TRUCK LINE INC,WA,SNOHOMISH,Normal,,18,1,13000
1155766,COMPASS CARRIERS INCORPORATED,FL,BROWARD,Normal,,18,1,13000
1166633,RS HATCHER ENTERPRISES INC,FL,HOLMES,Normal,,18,1,13000
1167111,COBRA EXPRESS INC,FL,PALM BEACH,Normal,,18,1,13000
1169815,P & M HAULING INC,FL,HILLSBOROUGH,Normal,,18,1,13000
1173045,BURT M ADAMS,FL,BAY,Normal,,18,1,13000
1175516,RA RA'S TRANSPORT INC,FL,MARION,Normal,,18,1,13000
1193245,JD TRUCKING EXPRESS CORP,FL,MIAMI-DADE,High Risk,,18,1,15500
1197789,STATES VAN LINES INC,FL,BROWARD,Normal,,18,1,13000
1202624,MARVIN R FRITTS JR,FL,POLK,Normal,,18,1,13000
1207223,AG LOGISTICS LLC,FL,LEE,Normal,,18,1,13000
1207464,FCM TRUCKING INC,FL,OSCEOLA,Normal,,18,1,13000
1223538,OLIVER POPOVIC TRANSPORT INC,FL,PINELLAS,Normal,,18,1,13000
1223538,OLIVER POPOVIC TRANSPORT INC,FL,PINELLAS,Normal,,18,1,13000
1226124,FBT EXPEDITE LLC,FL,VOLUSIA,Normal,,18,1,13000
1228254,PEREZ & SON TRANSPORTATION INC,FL,MIAMI-DADE,High Risk,,18,1,15500
1230960,SUNLIGHT TRANSPORT INC,FL,ORANGE,Normal,,18,1,13000
1241729,BULK TRANSFER SYSTEMS INC,FL,PALM BEACH,Normal,,18,1,13000
1243008,JACEK P CORPORATION,FL,PASCO,Normal,,18,1,13000
1247091,ASHE TRUCKING INC,FL,ORANGE,Normal,,18,1,13000
1253015,SATCOM TRANSPORT INC,FL,BROWARD,Normal,,18,1,13000
1255748,V C R TRANSPORT INC,FL,SAINT LUCIE,Normal,,18,1,13000
1263063,R & A TRUCKING OF CLERMONT CORP,FL,HERNANDO,Normal,,17,1,13000
1263281,LIGHTNING EXPRESS INC,FL,MIAMI-DADE,High Risk,,17,1,15500
1266142,EDDY HERNANDEZ,FL,HILLSBOROUGH,Normal,,17,1,13000
1275076,JUST FOR ROAD TRANSPORTATION INC,FL,MIAMI-DADE,High Risk,,17,1,15500
1276610,CUBTRUCK INC,FL,MIAMI-DADE,High Risk,,17,1,15500
1277793,JOSE LUIS SANCHEZ,FL,PASCO,Normal,,17,1,13000
1288128,AMRAM J BARR,FL,HILLSBOROUGH,Normal,,17,1,13000
1293198,VIDAL MOVING & STORAGE INC,FL,MIAMI-DADE,High Risk,,17,1,15500
1293198,VIDAL MOVING & STORAGE INC,FL,MIAMI-DADE,High Risk,,17,1,15500
1296171,EMB TRANS EXPRESS INC,FL,HILLSBOROUGH,Normal,,17,1,13000
1297656,EMG SERVICES OF NAPLES LLC,FL,COLLIER,Normal,,17,1,13000
1299413,POLANCO TRUCKING CORP,FL,ORANGE,Normal,,17,1,13000
1302952,MERN EXPRESS LLC,FL,POLK,Normal,,17,1,13000
1304402,TRANSCOLE EXPRESS LLC,SC,YORK,Normal,,17,1,13000
1312314,M & J EXPRESSWAY INC,FL,PASCO,Normal,,17,1,13000
1314497,ARCE TRANSPORTATION DELIVERY SERVICE INC,FL,MIAMI-DADE,High Risk,,17,1,15500
1314712,MERCO CARGO INC,FL,MIAMI-DADE,High Risk,,17,1,15500
1315349,KNIGHT RUNNER INC,FL,PASCO,Normal,,17,1,13000
1315349,KNIGHT RUNNER INC,FL,PASCO,Normal,,17,1,13000
1316231,MICHAELS BECHARA TRUCKING INC,OH,COLUMBIANA,Normal,,17,1,13000
1320308,FAST LANE TRANSPORTATION SERVICES CO,FL,PINELLAS,Normal,,17,1,13000
1331219,DEAN'S LOGISTICS INC,FL,MIAMI-DADE,High Risk,,17,1,15500
1346374,J L J CARMONA TRUCKING INC,FL,POLK,Normal,,17,1,13000
1348211,BRAGER TRANSPORT LLC,FL,HILLSBOROUGH,Normal,,17,1,13000
1351152,M N W TRANSPORT CORP,FL,MIAMI-DADE,High Risk,,17,1,15500
1359680,AJM TRUCKING INC,FL,MIAMI-DADE,High Risk,,17,1,15500
1361291,WIDELOAD LLC,FL,LAKE,Normal,,17,1,13000
1372689,ARBOS TRANSPORT INC,FL,MIAMI-DADE,High Risk,,17,1,15500
1374192,BJ & AS LOGISTICS LLC,FL,MIAMI-DADE,High Risk,,17,1,15500
1377091,JESUS PALAFOX,FL,DE SOTO,Normal,,17,1,13000
1377431,FAR WEST FREIGHT CORP,FL,MIAMI-DADE,High Risk,,17,1,15500
1378772,AGL EXPRESS INC,FL,MIAMI-DADE,High Risk,,17,1,15500
1387169,S & L TRUCKING OF CRAWFORDVILLE FL INC,FL,WAKULLA,Normal,,16,1,13000
1400319,L&K TRUCKING INC,FL,PALM BEACH,Normal,,16,1,13000
1405460,ROBERT POWELL,FL,POLK,Normal,,16,1,13000
1406823,RDA TRUCKING INC,FL,MIAMI-DADE,High Risk,,16,1,15500
1408265,WORLDWIDE DIESEL POWER INC,FL,DUVAL,Normal,,16,1,13000
1411742,HYMAN TRANSPORT INC,FL,SAINT LUCIE,Normal,,16,1,13000
1417301,ROA BARRUECO LLC,FL,HILLSBOROUGH,Normal,,16,1,13000
1444185,NBJ TRANSPORT INC,FL,LEE,Normal,,16,1,13000
1449108,KEITH LAMARR HARGETT,FL,DUVAL,Normal,,16,1,13000
1452249,APONTE TRUCKING INC,FL,ORANGE,Normal,,16,1,13000
1454890,DEL RIO SON & TRUCKING LLC,FL,HARDEE,Normal,,16,1,13000
1456470,MBY TRANSPORT LLC,FL,POLK,Normal,,16,1,13000
1462429,GG OTR LLC,FL,PALM BEACH,Normal,,16,1,13000
1472829,ENM ENTERPRISES OF CENTRAL FLORIDA INC,FL,ORANGE,Normal,,16,1,13000
1476376,BAUDELIO MARTINEZ,FL,HENDRY,Normal,,16,1,13000
1486259,MRC EXPRESS INC,FL,ORANGE,Normal,,16,1,13000
1487967,POINCIANA FLORIST INC,FL,OSCEOLA,Normal,,16,1,13000
1491959,SHELDON W SMEATON,FL,HILLSBOROUGH,Normal,,16,1,13000
1492265,DENNIS LAWRENCE,FL,BROWARD,Normal,,16,1,13000
1493990,NEW STAR TRANSPORT LLC,FL,HILLSBOROUGH,Normal,,16,1,13000
1495865,SALOMON TRUCKING CORP,FL,MIAMI-DADE,High Risk,,16,1,15500
1505056,QUALITY CARGO LOGISTICS INC,IN,MARION,Normal,,16,1,13000
1506856,TOMAS DAUGELA,FL,MIAMI-DADE,High Risk,,16,1,15500
1510761,THE LAST FRONTIER TRANSPORTATION LLC,FL,LEE,Normal,,16,1,13000
1522275,LOCAL TRANSPORT CORP,FL,HILLSBOROUGH,Normal,,15,1,13000
1526756,S T L CARGO EXPRESS INC,FL,JACKSON,Normal,,15,1,13000
1526933,SOUTH WEST TRANSPORTATION LLC,FL,BREVARD,Normal,,15,1,13000
1532924,PROFESSIONAL EXPRESS AND LOGISTICS INC,FL,MIAMI-DADE,High Risk,,15,1,15500
1535275,NEW CREATION TRUCKING INC,FL,MIAMI-DADE,High Risk,,15,1,15500
1543857,LUZ STELLA MENDEZ,FL,HILLSBOROUGH,Normal,,15,1,13000
1545837,PARADISE TRUCKING CORP,FL,MIAMI-DADE,High Risk,,15,1,15500
1549014,JERICO TRANSPORT LLC,FL,ORANGE,Normal,,15,1,13000
1552608,BIGGWILLY TRUCKING LLC,FL,SAINT LUCIE,Normal,,15,1,13000
1557126,ROBERT KIRK STUTSMAN,FL,LEVY,Normal,,15,1,13000
1563643,RENEGADE EXPRESS INC,FL,VOLUSIA,Normal,,15,1,13000
1565288,CODASHA DURANT,FL,HILLSBOROUGH,Normal,,15,1,13000
1567994,RTR TRANSPORT INC,FL,MIAMI-DADE,High Risk,,15,1,15500
1568810,STAR LIGHT LOGISTICS CORP,FL,MIAMI-DADE,High Risk,,15,1,15500
1572957,FLORIDA EAST COAST TRAVEL SERVICES INC,FL,MIAMI-DADE,High Risk,,15,1,15500
1579890,COMMON ARTERY LOGISTICS INC,FL,MANATEE,Normal,,15,1,13000
1585313,PAUL LANG,FL,ESCAMBIA,Normal,,15,1,13000
1591053,BEN-M-MOVING INC,FL,MIAMI-DADE,High Risk,,15,1,15500
1591053,BEN-M-MOVING INC,FL,MIAMI-DADE,High Risk,,15,1,15500
1606238,OLIVA TRUCKING SERVICE INC,FL,HILLSBOROUGH,Normal,,15,1,13000
1618315,EFRAIN RIVERA,FL,BAKER,Normal,,15,1,13000
1628223,ANDRES R GOMEZ,FL,HILLSBOROUGH,Normal,,15,1,13000
1636381,SZKUT CORP,FL,SARASOTA,Normal,,15,1,13000
1642733,GPS EXPRESS LLC,FL,ORANGE,Normal,,15,1,13000
1643614,TITO AUTO TRANSPORT INC,FL,MIAMI-DADE,High Risk,,15,1,15500
1649573,FIDEL B GARZA,FL,LEE,Normal,,15,1,13000
1650818,SPEER TRUCKING ENTERPRISE INC,FL,MARION,Normal,,15,1,13000
1651467,GALLEY TRANSPORTATION INC,FL,MIAMI-DADE,High Risk,,15,1,15500
1651467,GALLEY TRANSPORTATION INC,FL,MIAMI-DADE,High Risk,,15,1,15500
1651729,CONTRACT ROAD LINES INC,FL,MIAMI-DADE,High Risk,,15,1,15500
1656863,GOLDEN TRANSITIONS LLC,FL,DUVAL,Normal,,15,1,13000
1658780,MAGNO INTERNATIONAL LP,FL,MIAMI-DADE,High Risk,,14,1,15500
1659853,STONES TRANSPORTATION CORP,FL,OSCEOLA,Normal,,14,1,13000
1661717,EDVARDIS SMILINGIS,FL,DUVAL,Normal,,14,1,13000
1664425,RINCON TRANSPORTATION INC,FL,BROWARD,Normal,,14,1,13000
1665309,D & A FAST LOGISTICS CORP,FL,MIAMI-DADE,High Risk,,14,1,15500
1675133,ALAN WILLIAMS,FL,OKALOOSA,Normal,,14,1,13000
1676541,ERNESTO BATISTA MARTINEZ,FL,HENDRY,Normal,,14,1,13000
1677158,JGG ENTERPRISE LLC,FL,COLLIER,Normal,,14,1,13000
1684939,WALKERS EXPRESS INC,FL,OKALOOSA,Normal,,14,1,13000
1692081,SK CONTRACTORS GROUP INC,FL,VOLUSIA,Normal,,14,1,13000
1693602,K M B TRUCKING CORP,FL,LEE,Normal,,14,1,13000
1697772,VICTOR POPOV,FL,INDIAN RIVER,Normal,,14,1,13000
1700993,AEFREIGHT SERVICES INC,FL,MIAMI-DADE,High Risk,,14,1,15500
1704954,JOE BAKER & SONS TRANSPORT INC,FL,HILLSBOROUGH,Normal,,14,1,13000
1708273,TUSCANY TRANSPORT CORP,FL,MIAMI-DADE,High Risk,,14,1,15500
1712302,DF CARRIER CORP,FL,HILLSBOROUGH,Normal,,14,1,13000
1713731,OSCAR PALAFOX,FL,DE SOTO,Normal,,14,1,13000
1716369,J&S FREIGHT DISPATCH LLC,FL,HILLSBOROUGH,Normal,,14,1,13000
1716394,SMITH BROTHERS OF LAKE CITY INC,FL,COLUMBIA,Normal,,14,1,13000
1727010,JAMES EDMOND HIGGINS,FL,SARASOTA,Normal,,14,1,13000
1741459,SYRR LG'S TRANSPORTATION INC,FL,LEE,Normal,,14,1,13000
1752863,JEBO CORP,FL,SARASOTA,Normal,,14,1,13000
1754423,JUN'S TRANSPORT INC,FL,DUVAL,Normal,,14,1,13000
1765575,APONTE TRANSPORT INC,FL,ORANGE,Normal,,14,1,13000
1771034,FRED OSMOND,FL,POLK,Normal,,14,1,13000
1782925,JTL TRUCK LINE INC,FL,ORANGE,Normal,,14,1,13000
1791115,ANSELENA ENTERPRISES LLC,FL,VOLUSIA,Normal,,13,1,13000
1797777,LEONARDO PAIN,FL,DUVAL,Normal,,13,1,13000
1807975,I MANTILLA TRUCKING AND DELIVERY INC,FL,SUWANNEE,Normal,,13,1,13000
1810269,MCPT LLC,FL,OSCEOLA,Normal,,13,1,13000
1823076,F & S TRANSPORTERS II CORP,FL,PALM BEACH,Normal,,13,1,13000
1824339,RODRIGUEZ DAVID TRANSPORT INC,FL,OSCEOLA,Normal,,13,1,13000
1825267,OGC TRUCKING LLC,FL,LEE,Normal,,13,1,13000
1828451,DSD TRUCKING LLC,FL,SAINT LUCIE,Normal,,13,1,13000
1831654,FORTRESS TRUCKING LLC,FL,MIAMI-DADE,High Risk,,13,1,15500
1835658,THREE M LOGISTICS LLC,FL,HENDRY,Normal,,13,1,13000
1847873,ROIG TRUCKING LLC,FL,MANATEE,Normal,,13,1,13000
1852740,TWENTY TEN TRUCKING LLC,FL,HILLSBOROUGH,Normal,,13,1,13000
1866969,P & Y TRUCKING INC,FL,LEE,Normal,,13,1,13000
1869034,JOSEPH E JASICZEK,FL,PASCO,Normal,,13,1,13000
1884838,EAST COAST CARRIERS INC,FL,MIAMI-DADE,High Risk,,13,1,15500
1887871,J W H TRUCKING CORP,FL,MIAMI-DADE,High Risk,,13,1,15500
